Order ID,Order Date,Ship Date,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-02081,2014-04-23,2014-04-29,Corporate,Central,Office Supplies,Labels,87.96,3,0.1,1.28
US-04386,2014-04-23,2014-04-25,Consumer,South,Furniture,Furnishings,628.83,2,0.1,54.73
US-04135,2014-04-24,2014-04-25,Home Office,South,Office Supplies,Fasteners,4.11,1,0.0,0.57
US-04666,2014-04-24,2014-04-25,Consumer,Central,Office Supplies,Paper,348.81,2,0.3,31.98
US-00005,2014-04-25,2014-04-30,Corporate,South,Technology,Accessories,114.42,1,0.4,2.84
US-00005,2014-04-25,2014-04-29,Consumer,Central,Furniture,Tables,1144.56,3,0.0,313.73
US-00748,2014-04-25,2014-05-01,Home Office,Central,Office Supplies,Fasteners,14.27,1,0.0,4.48
US-01596,2014-04-25,2014-04-27,Corporate,West,Furniture,Chairs,2215.5,4,0.0,538.15
US-01596,2014-04-25,2014-04-29,Home Office,East,Office Supplies,Binders,41.74,5,0.0,6.87
US-02861,2014-04-25,2014-04-27,Home Office,West,Furniture,Chairs,627.25,2,0.0,175.0
US-02861,2014-04-25,2014-04-29,Corporate,East,Technology,Accessories,164.93,1,0.0,17.11
US-03876,2014-04-25,2014-04-28,Corporate,South,Furniture,Tables,1957.85,2,0.4,-449.31
US-04577,2014-04-25,2014-04-26,Consumer,East,Technology,Phones,113.43,2,0.15,15.18
US-03380,2014-04-26,2014-04-26,Consumer,Central,Technology,Accessories,406.87,3,0.0,124.81
US-03380,2014-04-26,2014-05-01,Home Office,South,Furniture,Bookcases,106.78,1,0.0,30.53
US-04845,2014-04-26,2014-05-02,Home Office,East,Furniture,Furnishings,978.36,2,0.0,126.95
US-00592,2014-04-27,2014-04-28,Home Office,West,Office Supplies,Envelopes,10.26,1,0.0,2.27
US-00592,2014-04-27,2014-04-28,Home Office,West,Furniture,Tables,1307.24,2,0.0,386.27
US-00592,2014-04-27,2014-05-02,Corporate,East,Office Supplies,Paper,86.29,1,0.0,19.96
US-02285,2014-04-27,2014-04-27,Home Office,East,Furniture,Chairs,1064.53,4,0.0,336.63
US-03604,2014-04-27,2014-04-27,Corporate,East,Office Supplies,Binders,89.55,1,0.15,2.82
US-04138,2014-04-27,2014-05-02,Consumer,South,Office Supplies,Storage,250.29,1,0.0,22.23
US-04138,2014-04-27,2014-05-03,Corporate,East,Furniture,Chairs,311.64,1,0.0,28.23
US-04840,2014-04-27,2014-04-30,Home Office,West,Furniture,Tables,1296.02,1,0.2,245.32
US-04840,2014-04-27,2014-04-28,Corporate,West,Office Supplies,Paper,137.49,1,0.15,3.84
US-00553,2014-04-28,2014-04-28,Corporate,Central,Furniture,Tables,660.06,1,0.3,-78.29
US-00553,2014-04-28,2014-05-01,Consumer,East,Furniture,Chairs,1455.73,4,0.0,408.82
US-00568,2014-04-28,2014-05-04,Corporate,East,Office Supplies,Appliances,589.77,1,0.0,32.26
US-01320,2014-04-28,2014-05-04,Home Office,Central,Technology,Phones,866.03,1,0.3,-91.51
US-01320,2014-04-28,2014-05-04,Home Office,East,Furniture,Chairs,779.77,1,0.0,224.67
US-02025,2014-04-28,2014-05-01,Home Office,West,Office Supplies,Labels,62.86,2,0.0,7.81
US-02025,2014-04-28,2014-04-30,Corporate,South,Furniture,Tables,472.62,2,0.2,75.98
US-02602,2014-04-28,2014-04-29,Home Office,West,Technology,Copiers,1697.06,2,0.1,281.87
US-04866,2014-04-28,2014-04-28,Corporate,South,Office Supplies,Supplies,28.76,1,0.15,6.54
US-02531,2014-04-29,2014-05-03,Consumer,East,Office Supplies,Supplies,92.16,4,0.0,5.42
US-03324,2014-04-29,2014-05-01,Consumer,South,Office Supplies,Art,81.92,1,0.0,10.77
US-01434,2014-04-30,2014-05-06,Home Office,East,Office Supplies,Fasteners,85.73,4,0.0,23.21
US-01819,2014-04-30,2014-05-03,Corporate,Central,Technology,Copiers,3035.23,2,0.0,289.86
US-01819,2014-04-30,2014-04-30,Corporate,West,Technology,Accessories,228.6,5,0.0,11.46
US-03338,2014-04-30,2014-04-30,Home Office,East,Office Supplies,Storage,185.51,1,0.1,25.18
US-04559,2014-04-30,2014-05-04,Corporate,Central,Technology,Accessories,120.56,2,0.5,-4.65
US-04559,2014-04-30,2014-05-02,Corporate,Central,Furniture,Bookcases,727.5,3,0.3,-119.96
US-01340,2014-05-01,2014-05-02,Home Office,West,Technology,Phones,1026.61,2,0.15,-58.63
US-01340,2014-05-01,2014-05-07,Corporate,East,Office Supplies,Art,887.93,5,0.3,-120.58
US-03020,2014-05-01,2014-05-07,Home Office,West,Technology,Accessories,70.58,1,0.0,11.68
US-03190,2014-05-01,2014-05-07,Corporate,Central,Office Supplies,Art,834.77,4,0.0,173.38
US-03190,2014-05-01,2014-05-07,Corporate,South,Office Supplies,Art,23.24,1,0.15,0.34
US-03190,2014-05-01,2014-05-07,Home Office,East,Furniture,Tables,863.32,1,0.15,178.78
US-03831,2014-05-01,2014-05-02,Corporate,West,Furniture,Furnishings,43.59,1,0.0,5.54
US-03831,2014-05-01,2014-05-03,Home Office,Central,Technology,Copiers,7239.16,4,0.0,1180.74
US-03831,2014-05-01,2014-05-03,Consumer,Central,Office Supplies,Binders,21.52,3,0.0,3.88
US-04737,2014-05-01,2014-05-06,Home Office,Central,Technology,Phones,339.89,3,0.2,-14.96
US-04767,2014-05-01,2014-05-06,Home Office,West,Technology,Copiers,3096.95,2,0.1,254.57
US-04767,2014-05-01,2014-05-01,Consumer,Central,Office Supplies,Envelopes,97.04,3,0.2,-1.72
US-04767,2014-05-01,2014-05-02,Home Office,West,Technology,Accessories,392.95,1,0.0,96.75
US-04714,2014-05-02,2014-05-06,Corporate,South,Furniture,Tables,973.82,1,0.0,210.04
US-00101,2014-05-03,2014-05-09,Corporate,South,Technology,Phones,446.84,2,0.0,118.64
US-00829,2014-05-03,2014-05-04,Consumer,Central,Furniture,Bookcases,1035.47,2,0.0,212.92
US-00829,2014-05-03,2014-05-07,Corporate,East,Furniture,Bookcases,289.92,1,0.1,41.04
US-00829,2014-05-03,2014-05-04,Home Office,East,Technology,Machines,3244.58,5,0.0,597.4
US-02393,2014-05-03,2014-05-06,Home Office,South,Office Supplies,Supplies,65.5,4,0.1,0.22
US-03891,2014-05-03,2014-05-07,Home Office,West,Office Supplies,Labels,33.98,1,0.0,11.84
US-03891,2014-05-03,2014-05-03,Corporate,East,Technology,Machines,317.09,1,0.2,-35.65
US-00474,2014-05-05,2014-05-08,Corporate,West,Office Supplies,Paper,158.7,1,0.2,-18.9
US-03079,2014-05-05,2014-05-08,Corporate,South,Technology,Machines,1036.66,2,0.1,30.66
US-03079,2014-05-05,2014-05-09,Home Office,East,Office Supplies,Envelopes,77.05,2,0.0,15.54
US-03079,2014-05-05,2014-05-09,Home Office,East,Furniture,Tables,2751.63,3,0.0,790.48
US-04670,2014-05-05,2014-05-09,Home Office,South,Office Supplies,Appliances,378.14,1,0.15,-19.05
US-01316,2014-05-06,2014-05-11,Consumer,Central,Technology,Accessories,1118.09,4,0.0,162.5
US-04114,2014-05-06,2014-05-08,Consumer,East,Furniture,Bookcases,1286.58,4,0.0,382.44
US-04114,2014-05-06,2014-05-06,Consumer,West,Office Supplies,Appliances,304.08,1,0.0,89.32
US-00311,2014-05-07,2014-05-11,Consumer,Central,Office Supplies,Paper,52.86,1,0.0,4.82
US-03785,2014-05-07,2014-05-07,Corporate,West,Furniture,Bookcases,1968.99,3,0.0,346.41
US-04145,2014-05-07,2014-05-10,Consumer,West,Furniture,Chairs,384.75,1,0.0,80.04
US-04145,2014-05-07,2014-05-09,Consumer,Central,Office Supplies,Labels,33.73,1,0.4,-5.94
US-04145,2014-05-07,2014-05-08,Consumer,West,Furniture,Furnishings,384.39,1,0.0,98.66
US-00109,2014-05-08,2014-05-12,Consumer,Central,Office Supplies,Supplies,199.64,2,0.0,67.28
US-00109,2014-05-08,2014-05-10,Home Office,Central,Furniture,Furnishings,312.84,1,0.0,68.02
US-00109,2014-05-08,2014-05-08,Home Office,South,Office Supplies,Envelopes,17.9,1,0.4,0.22
US-01652,2014-05-09,2014-05-14,Home Office,Central,Technology,Copiers,2807.35,3,0.3,-446.95
US-01652,2014-05-09,2014-05-15,Corporate,Central,Technology,Accessories,1167.34,4,0.1,184.34
US-01670,2014-05-09,2014-05-12,Home Office,West,Office Supplies,Fasteners,22.47,3,0.5,-5.22
US-04069,2014-05-09,2014-05-13,Corporate,East,Technology,Machines,2960.08,3,0.0,842.27
US-02487,2014-05-10,2014-05-13,Home Office,West,Technology,Machines,1704.58,5,0.0,203.71
US-03028,2014-05-10,2014-05-12,Home Office,East,Furniture,Furnishings,1054.36,3,0.2,105.85
US-03755,2014-05-10,2014-05-10,Corporate,South,Technology,Machines,1432.96,1,0.0,172.48
US-04131,2014-05-10,2014-05-10,Consumer,Central,Furniture,Furnishings,78.48,1,0.0,19.77
US-04131,2014-05-10,2014-05-15,Home Office,Central,Furniture,Chairs,721.04,1,0.0,249.11
US-04367,2014-05-10,2014-05-14,Home Office,Central,Office Supplies,Storage,515.23,5,0.15,42.09
US-04367,2014-05-10,2014-05-12,Consumer,Central,Office Supplies,Envelopes,50.91,2,0.4,1.63
US-04367,2014-05-10,2014-05-15,Home Office,Central,Office Supplies,Envelopes,30.07,3,0.0,8.96
US-04738,2014-05-10,2014-05-11,Consumer,Central,Technology,Accessories,881.49,4,0.0,254.97
US-01442,2014-05-11,2014-05-15,Corporate,West,Technology,Accessories,237.43,1,0.0,58.22
US-02077,2014-05-11,2014-05-15,Corporate,West,Technology,Phones,159.47,1,0.0,33.47
US-02077,2014-05-11,2014-05-13,Consumer,Central,Furniture,Chairs,434.94,1,0.0,37.0
US-02077,2014-05-11,2014-05-15,Home Office,West,Office Supplies,Paper,397.76,3,0.2,0.44
US-02678,2014-05-11,2014-05-11,Consumer,Central,Technology,Accessories,595.19,2,0.1,65.17
US-03783,2014-05-11,2014-05-16,Home Office,East,Technology,Accessories,241.86,1,0.0,43.55
US-03813,2014-05-11,2014-05-16,Home Office,Central,Technology,Accessories,1199.55,4,0.15,-74.17
US-04103,2014-05-11,2014-05-14,Consumer,Central,Technology,Machines,439.48,1,0.5,-204.94
US-04103,2014-05-11,2014-05-11,Home Office,West,Furniture,Chairs,1500.15,4,0.0,427.02
US-04103,2014-05-11,2014-05-11,Home Office,East,Office Supplies,Appliances,421.72,1,0.0,29.93
US-00662,2014-05-12,2014-05-12,Corporate,Central,Furniture,Furnishings,437.15,1,0.1,0.36
US-03942,2014-05-12,2014-05-18,Home Office,East,Furniture,Chairs,1140.75,2,0.0,239.98
US-01273,2014-05-13,2014-05-19,Home Office,South,Furniture,Furnishings,1388.42,5,0.0,430.2
US-02237,2014-05-13,2014-05-15,Consumer,West,Technology,Machines,1329.21,3,0.0,73.82
US-00041,2014-05-14,2014-05-18,Home Office,West,Furniture,Bookcases,696.28,4,0.4,-135.04
US-00585,2014-05-14,2014-05-18,Corporate,East,Technology,Accessories,450.32,2,0.0,58.88
US-01908,2014-05-14,2014-05-19,Consumer,West,Furniture,Tables,954.34,1,0.0,204.82
US-04928,2014-05-14,2014-05-15,Corporate,West,Office Supplies,Labels,28.92,2,0.1,6.33
US-00460,2014-05-15,2014-05-21,Home Office,East,Furniture,Tables,1387.86,1,0.0,313.45
US-01092,2014-05-15,2014-05-15,Corporate,East,Technology,Phones,2623.08,3,0.0,674.15
US-01092,2014-05-15,2014-05-19,Consumer,East,Technology,Copiers,1942.27,2,0.1,434.27
US-03435,2014-05-15,2014-05-20,Home Office,Central,Office Supplies,Appliances,274.75,1,0.1,57.45
US-03435,2014-05-15,2014-05-17,Consumer,East,Furniture,Tables,748.39,1,0.0,174.08
US-03435,2014-05-15,2014-05-18,Consumer,South,Furniture,Furnishings,910.24,3,0.5,-194.57
US-04342,2014-05-15,2014-05-16,Corporate,Central,Furniture,Chairs,285.2,3,0.0,74.06
US-04532,2014-05-15,2014-05-21,Consumer,South,Office Supplies,Storage,38.12,1,0.0,6.17
US-04532,2014-05-15,2014-05-21,Home Office,West,Office Supplies,Binders,21.29,1,0.0,5.96
US-01015,2014-05-16,2014-05-19,Consumer,Central,Office Supplies,Appliances,360.0,3,0.0,19.85
US-01015,2014-05-16,2014-05-17,Consumer,South,Technology,Machines,2824.96,2,0.0,469.54
US-02938,2014-05-16,2014-05-16,Consumer,Central,Furniture,Bookcases,1284.3,3,0.0,177.72
US-03155,2014-05-16,2014-05-21,Home Office,West,Office Supplies,Envelopes,149.76,3,0.0,33.24
US-03550,2014-05-16,2014-05-17,Corporate,West,Office Supplies,Binders,174.45,4,0.15,44.64
US-03550,2014-05-16,2014-05-22,Consumer,East,Furniture,Tables,813.72,1,0.15,-6.22
US-04420,2014-05-16,2014-05-20,Consumer,South,Office Supplies,Paper,60.63,1,0.0,15.4
US-04420,2014-05-16,2014-05-21,Home Office,Central,Furniture,Furnishings,147.58,1,0.0,47.29
US-04420,2014-05-16,2014-05-17,Corporate,Central,Furniture,Tables,977.58,2,0.5,-84.44
US-04839,2014-05-16,2014-05-16,Corporate,West,Office Supplies,Appliances,695.2,2,0.0,77.86
US-04839,2014-05-16,2014-05-18,Consumer,Central,Office Supplies,Art,239.73,2,0.0,81.67
US-00390,2014-05-17,2014-05-17,Home Office,South,Furniture,Furnishings,1165.9,4,0.1,109.85
US-01880,2014-05-17,2014-05-18,Consumer,Central,Office Supplies,Storage,272.59,2,0.15,41.07
US-01880,2014-05-17,2014-05-20,Corporate,East,Technology,Accessories,899.25,4,0.0,290.31
US-03127,2014-05-17,2014-05-19,Home Office,South,Office Supplies,Art,95.63,4,0.1,1.13
US-00649,2014-05-18,2014-05-22,Consumer,West,Furniture,Tables,730.7,2,0.0,145.86
US-00649,2014-05-18,2014-05-22,Corporate,Central,Furniture,Chairs,348.92,1,0.2,-14.99
US-01361,2014-05-18,2014-05-18,Home Office,East,Office Supplies,Fasteners,103.53,4,0.15,12.56
US-01361,2014-05-18,2014-05-21,Corporate,East,Technology,Phones,3263.85,4,0.0,195.67
US-00888,2014-05-19,2014-05-23,Corporate,East,Furniture,Chairs,68.18,1,0.15,9.35
US-00888,2014-05-19,2014-05-19,Consumer,South,Technology,Machines,2083.82,3,0.0,492.89
US-01026,2014-05-19,2014-05-23,Corporate,South,Office Supplies,Appliances,539.9,1,0.0,30.18
US-04183,2014-05-19,2014-05-20,Corporate,Central,Technology,Accessories,36.09,1,0.0,6.17
US-04183,2014-05-19,2014-05-21,Consumer,South,Furniture,Bookcases,228.59,1,0.0,66.62
US-00014,2014-05-20,2014-05-25,Corporate,West,Office Supplies,Envelopes,94.51,2,0.0,5.85
US-03065,2014-05-20,2014-05-22,Consumer,Central,Office Supplies,Envelopes,189.14,5,0.3,-10.51
US-00291,2014-05-22,2014-05-22,Corporate,Central,Furniture,Tables,1808.18,2,0.15,89.96
US-00755,2014-05-22,2014-05-28,Consumer,East,Furniture,Furnishings,116.82,1,0.5,-52.81
US-02838,2014-05-22,2014-05-26,Home Office,South,Technology,Machines,786.16,1,0.15,63.83
US-02838,2014-05-22,2014-05-24,Corporate,East,Office Supplies,Binders,22.73,1,0.0,7.43
US-00340,2014-05-23,2014-05-29,Corporate,South,Furniture,Tables,1038.49,1,0.0,95.2
US-00340,2014-05-23,2014-05-25,Consumer,East,Office Supplies,Appliances,373.32,1,0.1,44.71
US-00340,2014-05-23,2014-05-29,Corporate,Central,Technology,Machines,2973.78,2,0.1,278.92
US-01098,2014-05-23,2014-05-28,Home Office,West,Technology,Accessories,1043.32,4,0.2,-73.33
US-01098,2014-05-23,2014-05-26,Home Office,South,Office Supplies,Supplies,53.49,1,0.0,17.16
US-02436,2014-05-23,2014-05-27,Corporate,Central,Office Supplies,Fasteners,79.72,3,0.4,-28.81
US-02436,2014-05-23,2014-05-27,Consumer,South,Technology,Copiers,7240.8,4,0.0,521.24
US-02436,2014-05-23,2014-05-26,Consumer,Central,Technology,Accessories,144.42,3,0.1,1.02
US-04298,2014-05-23,2014-05-25,Home Office,South,Furniture,Tables,941.97,3,0.3,-118.17
US-04320,2014-05-23,2014-05-27,Home Office,East,Technology,Copiers,5158.73,4,0.0,275.42
US-00359,2014-05-24,2014-05-24,Corporate,South,Furniture,Bookcases,310.29,2,0.5,-63.91
US-03545,2014-05-24,2014-05-30,Consumer,South,Technology,Machines,3074.26,5,0.0,884.75
US-03545,2014-05-24,2014-05-26,Corporate,Central,Furniture,Chairs,3036.09,5,0.0,205.86
US-00652,2014-05-25,2014-05-30,Home Office,South,Office Supplies,Art,284.51,1,0.0,17.26
US-01420,2014-05-25,2014-05-29,Corporate,South,Office Supplies,Storage,139.3,1,0.0,48.29
US-01420,2014-05-25,2014-05-29,Corporate,East,Furniture,Bookcases,366.92,1,0.0,53.61
US-02470,2014-05-25,2014-05-30,Consumer,South,Office Supplies,Fasteners,42.29,2,0.2,3.01
US-02470,2014-05-25,2014-05-29,Consumer,West,Furniture,Chairs,2284.71,4,0.15,-9.36
US-02470,2014-05-25,2014-05-27,Consumer,East,Furniture,Tables,3354.44,5,0.0,680.85
US-02726,2014-05-25,2014-05-28,Corporate,East,Technology,Accessories,376.42,1,0.15,6.03
US-03094,2014-05-25,2014-05-30,Corporate,Central,Technology,Accessories,350.22,1,0.0,107.73
US-00011,2014-05-26,2014-06-01,Home Office,South,Furniture,Furnishings,122.83,1,0.4,-13.64
US-00011,2014-05-26,2014-05-31,Consumer,West,Furniture,Tables,652.02,2,0.0,123.95
US-01567,2014-05-27,2014-05-27,Consumer,East,Technology,Machines,480.17,1,0.0,68.74
US-02261,2014-05-27,2014-05-30,Consumer,East,Furniture,Chairs,103.72,1,0.5,-1.51
US-04001,2014-05-27,2014-05-28,Consumer,West,Office Supplies,Envelopes,74.7,2,0.0,20.4
US-04001,2014-05-27,2014-05-30,Corporate,West,Technology,Copiers,1662.49,1,0.0,196.05
US-01769,2014-05-28,2014-05-31,Home Office,East,Office Supplies,Supplies,88.48,1,0.0,6.59
US-04158,2014-05-28,2014-05-30,Home Office,West,Furniture,Tables,1258.03,3,0.0,157.21
US-04158,2014-05-28,2014-06-01,Consumer,East,Office Supplies,Fasteners,23.23,1,0.1,4.1
US-00189,2014-05-29,2014-06-03,Home Office,West,Furniture,Tables,637.53,1,0.5,-84.92
US-02117,2014-05-29,2014-06-02,Home Office,East,Office Supplies,Fasteners,26.61,1,0.15,0.31
US-02399,2014-05-29,2014-05-31,Corporate,East,Office Supplies,Labels,70.18,2,0.15,13.98
US-03868,2014-05-29,2014-06-02,Home Office,Central,Office Supplies,Storage,746.1,2,0.3,100.12
US-01730,2014-05-30,2014-06-02,Consumer,West,Furniture,Furnishings,341.82,2,0.0,100.02
US-03982,2014-05-31,2014-05-31,Home Office,East,Technology,Accessories,253.53,2,0.2,-11.43
US-04276,2014-05-31,2014-06-03,Home Office,East,Office Supplies,Paper,186.99,1,0.0,38.46
US-04276,2014-05-31,2014-06-04,Corporate,South,Furniture,Bookcases,1054.16,4,0.2,-70.53
US-04276,2014-05-31,2014-06-06,Consumer,South,Office Supplies,Fasteners,34.5,2,0.0,3.16
US-00936,2014-06-01,2014-06-07,Corporate,West,Technology,Accessories,111.27,1,0.0,11.52
US-01810,2014-06-01,2014-06-06,Home Office,East,Furniture,Chairs,2474.53,4,0.0,595.27
US-04295,2014-06-01,2014-06-02,Corporate,South,Furniture,Bookcases,1544.69,4,0.2,-169.71
US-01402,2014-06-02,2014-06-07,Corporate,Central,Office Supplies,Art,173.09,1,0.0,8.87
US-01402,2014-06-02,2014-06-03,Consumer,East,Furniture,Chairs,3321.5,5,0.15,46.49
US-01850,2014-06-02,2014-06-05,Consumer,Central,Furniture,Furnishings,331.48,4,0.3,-83.84
US-02785,2014-06-02,2014-06-08,Home Office,Central,Office Supplies,Art,234.05,1,0.0,59.66
US-03561,2014-06-02,2014-06-05,Home Office,West,Technology,Phones,680.53,1,0.1,150.68
US-03561,2014-06-02,2014-06-08,Consumer,Central,Technology,Accessories,1018.47,3,0.1,119.93
US-00968,2014-06-03,2014-06-03,Home Office,Central,Technology,Copiers,6729.64,4,0.0,2245.03
US-01939,2014-06-03,2014-06-08,Home Office,South,Technology,Accessories,209.68,1,0.3,3.03
US-01939,2014-06-03,2014-06-07,Home Office,East,Furniture,Tables,1095.93,1,0.15,-8.82
US-02535,2014-06-03,2014-06-04,Consumer,Central,Office Supplies,Binders,29.16,2,0.15,6.61
US-01345,2014-06-04,2014-06-09,Corporate,South,Furniture,Bookcases,1956.19,5,0.0,319.0
US-01345,2014-06-04,2014-06-09,Corporate,West,Technology,Accessories,150.46,3,0.0,42.39
US-01710,2014-06-04,2014-06-07,Home Office,West,Technology,Machines,1976.59,2,0.0,125.09
US-03083,2014-06-04,2014-06-08,Home Office,West,Furniture,Bookcases,605.01,2,0.0,108.33
US-03083,2014-06-04,2014-06-06,Consumer,West,Office Supplies,Envelopes,59.98,3,0.0,15.03
US-03672,2014-06-04,2014-06-08,Consumer,Central,Furniture,Furnishings,1316.62,4,0.0,79.98
US-03672,2014-06-04,2014-06-06,Home Office,South,Office Supplies,Fasteners,25.28,1,0.0,2.52
US-01848,2014-06-05,2014-06-08,Consumer,Central,Technology,Accessories,329.26,1,0.0,96.29
US-01848,2014-06-05,2014-06-08,Corporate,East,Technology,Phones,969.54,2,0.5,-48.7
US-03218,2014-06-05,2014-06-11,Corporate,South,Office Supplies,Supplies,47.36,1,0.0,10.53
US-03295,2014-06-05,2014-06-07,Consumer,South,Office Supplies,Fasteners,56.54,2,0.1,1.47
US-03295,2014-06-05,2014-06-08,Consumer,South,Technology,Copiers,354.43,1,0.1,40.5
US-03625,2014-06-05,2014-06-08,Home Office,South,Furniture,Chairs,2765.56,4,0.0,659.6
US-03625,2014-06-05,2014-06-06,Consumer,South,Technology,Accessories,730.32,3,0.1,160.87
US-01169,2014-06-06,2014-06-11,Consumer,West,Office Supplies,Art,34.93,1,0.0,11.87
US-01604,2014-06-06,2014-06-07,Consumer,West,Furniture,Tables,2099.0,3,0.0,663.38
US-01604,2014-06-06,2014-06-12,Corporate,South,Technology,Copiers,1235.87,1,0.3,172.07
US-02674,2014-06-06,2014-06-11,Home Office,East,Office Supplies,Supplies,360.76,4,0.0,19.03
US-02674,2014-06-06,2014-06-10,Corporate,East,Furniture,Bookcases,612.27,1,0.0,95.8
US-03188,2014-06-06,2014-06-07,Corporate,East,Technology,Phones,795.72,4,0.0,103.7
US-03188,2014-06-06,2014-06-06,Home Office,Central,Furniture,Chairs,243.83,2,0.0,50.01
US-03721,2014-06-06,2014-06-11,Home Office,West,Furniture,Furnishings,445.38,2,0.0,65.1
US-03939,2014-06-06,2014-06-09,Corporate,South,Technology,Phones,1516.62,2,0.0,456.49
US-04150,2014-06-06,2014-06-08,Home Office,West,Technology,Phones,392.05,2,0.1,59.96
US-00549,2014-06-07,2014-06-10,Consumer,West,Office Supplies,Art,34.53,1,0.3,4.84
US-00549,2014-06-07,2014-06-11,Corporate,South,Office Supplies,Binders,269.63,5,0.3,6.53
US-00627,2014-06-07,2014-06-13,Home Office,Central,Technology,Accessories,776.24,2,0.0,96.45
US-00627,2014-06-07,2014-06-10,Consumer,East,Technology,Machines,3507.72,3,0.0,1021.34
US-00627,2014-06-07,2014-06-11,Corporate,South,Office Supplies,Supplies,58.17,2,0.2,-0.37
US-02267,2014-06-07,2014-06-07,Home Office,South,Furniture,Furnishings,2147.75,5,0.1,178.8
US-03624,2014-06-07,2014-06-07,Home Office,South,Office Supplies,Appliances,259.75,1,0.0,51.43
US-01445,2014-06-08,2014-06-08,Consumer,South,Furniture,Bookcases,471.13,1,0.0,70.29
US-01445,2014-06-08,2014-06-10,Consumer,South,Furniture,Bookcases,1768.86,3,0.0,517.55
US-03068,2014-06-08,2014-06-14,Corporate,West,Technology,Copiers,1452.48,2,0.0,295.98
US-00449,2014-06-09,2014-06-12,Home Office,South,Furniture,Tables,2667.24,2,0.1,668.74
US-02776,2014-06-09,2014-06-13,Consumer,Central,Office Supplies,Binders,82.1,4,0.0,18.55
US-02776,2014-06-09,2014-06-12,Corporate,South,Furniture,Tables,577.61,1,0.0,191.15
US-03276,2014-06-09,2014-06-12,Corporate,East,Furniture,Tables,546.54,1,0.0,96.27
US-03276,2014-06-09,2014-06-12,Corporate,West,Technology,Machines,1961.88,3,0.0,585.75
US-01998,2014-06-10,2014-06-15,Consumer,East,Technology,Machines,418.02,2,0.0,97.54
US-03239,2014-06-10,2014-06-13,Consumer,Central,Technology,Machines,542.38,1,0.0,81.13
US-03289,2014-06-10,2014-06-10,Home Office,West,Office Supplies,Supplies,19.24,1,0.0,4.17
US-03972,2014-06-10,2014-06-15,Corporate,West,Office Supplies,Labels,36.44,1,0.1,6.52
US-04039,2014-06-10,2014-06-16,Consumer,East,Office Supplies,Envelopes,186.64,4,0.0,20.57
US-04678,2014-06-10,2014-06-12,Home Office,East,Office Supplies,Storage,59.71,1,0.0,14.63
US-00099,2014-06-11,2014-06-12,Consumer,Central,Technology,Machines,979.48,1,0.1,134.09
US-00099,2014-06-11,2014-06-16,Home Office,West,Office Supplies,Labels,33.36,1,0.0,8.09
US-01157,2014-06-11,2014-06-12,Consumer,Central,Office Supplies,Envelopes,72.35,2,0.0,18.72
US-01157,2014-06-11,2014-06-16,Home Office,Central,Technology,Copiers,286.5,1,0.3,-36.79
US-01157,2014-06-11,2014-06-13,Consumer,East,Office Supplies,Appliances,261.82,1,0.0,29.42
US-03363,2014-06-11,2014-06-16,Corporate,East,Technology,Accessories,63.61,2,0.1,0.03
US-03476,2014-06-11,2014-06-16,Corporate,East,Office Supplies,Fasteners,23.58,1,0.0,6.07
US-04478,2014-06-11,2014-06-12,Corporate,South,Office Supplies,Fasteners,42.94,2,0.0,6.66
US-04478,2014-06-11,2014-06-12,Home Office,Central,Office Supplies,Envelopes,58.41,2,0.0,7.63
US-04871,2014-06-11,2014-06-15,Home Office,West,Office Supplies,Storage,755.78,2,0.2,10.18
US-04871,2014-06-11,2014-06-14,Corporate,West,Furniture,Tables,2801.18,2,0.0,294.29
US-04450,2014-06-12,2014-06-12,Consumer,Central,Office Supplies,Appliances,381.02,1,0.0,40.44
US-04450,2014-06-12,2014-06-17,Consumer,West,Furniture,Chairs,362.61,1,0.5,-81.1
US-04450,2014-06-12,2014-06-17,Consumer,South,Office Supplies,Supplies,78.57,1,0.5,-31.42
US-04858,2014-06-12,2014-06-17,Home Office,West,Office Supplies,Storage,342.75,2,0.0,119.56
US-04858,2014-06-12,2014-06-18,Home Office,West,Office Supplies,Binders,85.68,1,0.0,19.44
US-00279,2014-06-13,2014-06-19,Consumer,West,Technology,Phones,416.89,4,0.0,24.14
US-00279,2014-06-13,2014-06-16,Corporate,East,Office Supplies,Art,172.25,5,0.0,20.46
US-00820,2014-06-14,2014-06-14,Consumer,West,Furniture,Bookcases,535.48,1,0.0,172.08
US-01617,2014-06-14,2014-06-14,Home Office,Central,Technology,Accessories,617.79,3,0.0,203.1
US-03430,2014-06-14,2014-06-18,Corporate,South,Furniture,Bookcases,576.69,3,0.1,27.14
US-03629,2014-06-14,2014-06-17,Consumer,East,Furniture,Tables,1043.59,1,0.15,27.22
US-03997,2014-06-14,2014-06-19,Corporate,West,Office Supplies,Storage,82.07,2,0.0,7.63
US-04730,2014-06-14,2014-06-20,Home Office,South,Technology,Phones,214.42,1,0.0,38.46
US-04730,2014-06-14,2014-06-20,Home Office,West,Office Supplies,Envelopes,17.2,3,0.15,1.11
US-04876,2014-06-14,2014-06-17,Home Office,East,Furniture,Bookcases,843.26,5,0.4,-130.45
US-02282,2014-06-15,2014-06-16,Corporate,Central,Technology,Machines,1142.98,1,0.0,331.34
